Name,Description,Latitude,Longitude,Cluster
Warner Bros. Studio Tour Tokyo – The Making of Harry Potter,"Quirky & Interactive Museums · Tokyo · rainy day · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJZzjXkvLtGGARm2YFfi26zoU",35.745183,139.6460909,Quirky museums
Watashino,"Workshops & crafts · Taito City, Asakusa · rainy day · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJi42CPqONGGARCVS5lELQeKI",35.7123194,139.7970131,Workshops & crafts
"Yakushima: Nagata Inakahama (sea turtles, seasonal)","Nature & Water · Yakushima, Kagoshima

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJq4lOOgE9PTURhysN4ntEzgw",30.4065904,130.4331373,Nature
Yakushima: Shiratani Unsuikyo (short trails),"Nature & Water · Yakushima, Kagoshima

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ2d70aRUfPTURDlCRzuGnAps",30.379845899999996,130.5742337,Nature
Yamadera (Risshakuji),"Culture & History · Yamagata City, Yamagata

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJeUV2g-_Oi18RwK-4JcNEe44",38.3131193,140.4346099,Culture & history
Yanagawa Canal Boat Ride,"Nature & Water · Yanagawa, Fukuoka

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJocPJMDezQTURdgidcRRzCuo",33.1671516,130.4154015,Nature
Yanagibashi Central Market (Nagoya) (柳橋中央市場),"Food & Markets · Nagoya, Aichi

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJO7D5qt52A2ARssqBgiIQo8E",35.1699909,136.8880404,Food markets
Yanagibashi Rengo Market (柳橋連合市場),"Food & Markets · Fukuoka, Fukuoka

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJcRcfs5mRQTUR5D_YhnCAeBQ",33.5829794,130.4084273,Food markets
Yanaka Ginza,"Food markets · Taito, Tokyo

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJPYwFnNGNGGARYEeXwiYQPe8",35.7276934,139.7657232,Food markets
Yawatahama–Beppu Ferry,"Ferries / Transit · Yawatahama (Ehime) / Beppu (Oita)

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJh3Aao5mERTURbpBfpB6yDnQ",33.45769,132.417,Scenic transport
Yobuko Morning Market (呼子朝市),"Food & Markets · Karatsu, Saga

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJjYAyMsxwajURKQptKrYCpdc",33.5370608,129.8950614,Food markets
Yokohama Chinatown (横浜中華街),"Food & Markets · Yokohama, Kanagawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ__-Le-9cGGARNY-CTSHwq5A",35.4430883,139.64410010000003,Food markets
Yufuin Onsen Town,"Onsen & Ryokan Towns · Yufuin, Oita

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ0ZDlF9qtRjURarRwoPcjsFA",33.2625917,131.3554211,Onsen & ryokan
Yufuin (湯布院) – onsen village base,"Base Town · Yufuin, Oita

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ12mIZDitRjUROpmBd0JLqD4",33.2516764,131.34345589999998,
Yumigahama Beach (弓ヶ浜),"Beaches & Tidepooling · Minamiizu, Shizuoka

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ8QUyQi1YF2ARMAxvQwQixUQ",34.6343362,138.8905379,Nature
Yunomine Onsen,"Onsen & ryokan · Hongucho Yunomine, Tanabe

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ01M0FgRaBmARiIXdso-utbw",33.8293126,135.7575886,Onsen & ryokan
Zamami: Furuzamami Beach,"Nature & Water · Zamami, Okinawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJlQsE2tlS5TQRoeexVgFrjDY",26.2229863,127.308256,Nature
Zao Ropeway (summer),"Trains & Scenic Transport · Zao, Yamagata · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ9dVANwtLil8RLCyvTtj8TAU",38.161600899999996,140.3952205,Scenic transport
